Current Time,Inspector 1,Inspector 2,Buffer 1,Buffer 2,Buffer 3,Buffer 4,Buffer 5,Workstation 1,W1-C1,Workstation 2,W2-C1,W2-C2,Workstation 3,W3-C1,W3-C3 
0,INSCPECTING,INSCPECTING,0,0,0,0,0,BLOCKED,false,BLOCKED,false,false,BLOCKED,false,false
2.2,INSCPECTING,INSCPECTING,0,0,0,0,0,BLOCKED,false,BLOCKED,false,true,BLOCKED,false,false
17.46,INSCPECTING,INSCPECTING,0,0,1,0,0,BLOCKED,false,BLOCKED,false,true,BLOCKED,false,false
19.4,INSCPECTING,INSCPECTING,0,0,2,0,0,BLOCKED,false,BLOCKED,false,true,BLOCKED,false,false
23.59,INSCPECTING,BLOCKED,0,0,2,0,0,BLOCKED,false,BLOCKED,false,true,BLOCKED,false,false
34.9,INSCPECTING,BLOCKED,0,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
35.4,INSCPECTING,BLOCKED,1,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
37.99,INSCPECTING,BLOCKED,0,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
39.23,INSCPECTING,BLOCKED,1,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
52.96,INSCPECTING,BLOCKED,0,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
56.93,INSCPECTING,BLOCKED,0,0,2,0,0,BLOCKED,false,BLOCKED,false,true,BLOCKED,false,false
60.79,INSCPECTING,BLOCKED,0,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
61.29,INSCPECTING,BLOCKED,1,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
66.77,INSCPECTING,BLOCKED,0,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
69.21,INSCPECTING,BLOCKED,1,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
71.04,INSCPECTING,BLOCKED,1,0,2,0,0,WORKING,false,WORKING,false,false,BLOCKED,false,false
74.2,INSCPECTING,BLOCKED,0,0,2,0,0,WORKING,false,WORKING,false,false,BLOCKED,false,false
77.1,INSCPECTING,BLOCKED,0,0,2,0,0,BLOCKED,false,WORKING,false,false,BLOCKED,false,false
80.08,INSCPECTING,BLOCKED,0,0,1,0,0,BLOCKED,false,BLOCKED,false,true,BLOCKED,false,false
80.09,INSCPECTING,INSCPECTING,0,0,2,0,0,BLOCKED,false,BLOCKED,false,true,BLOCKED,false,false
84.48,INSCPECTING,INSCPECTING,0,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
85.22,INSCPECTING,INSCPECTING,1,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
95.34,INSCPECTING,INSCPECTING,0,0,2,0,0,WORKING,false,BLOCKED,false,true,BLOCKED,false,false
