Current Time,Inspector 1,Inspector 2,Buffer 1,Buffer 2,Buffer 3,Buffer 4,Buffer 5,Workstation 1,W1-C1,Workstation 2,W2-C1,W2-C2,Workstation 3,W3-C1,W3-C3 ,,,0,5855.25,,,,,,1669.18,,6835.95,,,6804.94
0,INSCPECTING,INSCPECTING,0,0,0,0,0,BLOCKED,FALSE,BLOCKED,FALSE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,0,,,0
1.58,INSCPECTING,INSCPECTING,0,0,0,0,0,WORKING,FALSE,BLOCKED,FALSE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,1.58,,,1.58
2.41,INSCPECTING,INSCPECTING,1,0,0,0,0,WORKING,FALSE,BLOCKED,FALSE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,0.83,,,0.83
3.31,INSCPECTING,INSCPECTING,1,0,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,0.9,,,0.9
7.6,INSCPECTING,INSCPECTING,1,1,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,4.29,,,4.29
11.36,INSCPECTING,INSCPECTING,0,1,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,3.76,,,3.76
14.75,INSCPECTING,INSCPECTING,0,1,0,0,0,BLOCKED,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,3.39,,3.39,,,3.39
18.23,INSCPECTING,INSCPECTING,0,1,0,0,0,BLOCKED,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,3.48,,0,,,3.48
19.47,INSCPECTING,INSCPECTING,0,1,0,0,0,WORKING,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,0,,,1.24
22.97,INSCPECTING,INSCPECTING,0,0,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,3.5,,,3.5
23.66,INSCPECTING,INSCPECTING,1,0,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,0.69,,,0.69
25.31,INSCPECTING,INSCPECTING,1,1,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,1.65,,,1.65
26.05,INSCPECTING,INSCPECTING,0,1,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,0.74,,,0.74
29.47,INSCPECTING,INSCPECTING,0,1,0,0,0,BLOCKED,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,3.42,,3.42,,,3.42
30.76,INSCPECTING,INSCPECTING,0,1,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,1.29,,,1.29
31.77,INSCPECTING,INSCPECTING,0,1,0,0,0,WORKING,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,0,,,1.01
34.19,INSCPECTING,INSCPECTING,0,0,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0,,2.42,,,2.42
34.91,INSCPECTING,INSCPECTING,0,0,0,0,0,BLOCKED,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,FALSE,,,0,0,,,,,,0.72,,0.72,,,0.72
43.52,INSCPECTING,INSCPECTING,0,0,0,0,0,BLOCKED,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,8.61,,8.61,,,8.61
52.03,INSCPECTING,INSCPECTING,0,0,0,0,0,WORKING,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,0,,8.51,,,8.51
53.4,INSCPECTING,INSCPECTING,0,0,0,0,0,BLOCKED,FALSE,BLOCKED,TRUE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,1.37,,1.37,,,1.37
58.38,INSCPECTING,INSCPECTING,0,0,0,0,0,BLOCKED,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,4.98,,0,,,4.98
65.12,INSCPECTING,INSCPECTING,0,0,0,0,1,BLOCKED,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,6.74,,0,,,6.74
72.38,INSCPECTING,INSCPECTING,0,0,0,0,1,WORKING,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,0,,0,,,7.26
77.57,INSCPECTING,INSCPECTING,0,0,0,0,1,BLOCKED,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,5.19,,0,,,5.19
87.22,INSCPECTING,INSCPECTING,0,0,1,0,1,BLOCKED,FALSE,WORKING,FALSE,FALSE,BLOCKED,FALSE,TRUE,,,0,0,,,,,,9.65,,0,,,9.65
