Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
1.5832745,18.239574,11.744369,9.778837,4.7339334,15.75069,
0.8252234,13.537932,6.7392,3.3836625,2.4192863,3.3119876,
0.8934582,14.852556,17.508606,6.5724015,29.800737,24.03477,
4.2804365,22.093138,25.590511,3.4189806,6.532828,2.9907575,
11.862495,31.840263,33.44641,4.1452627,24.378796,12.101675,
4.184572,4.314156,0.2726988,1.3695337,5.640005,22.526628,
1.6474608,48.641632,13.750052,5.187253,11.590911,3.9512389,
5.447999,4.272321,21.40442,7.159958,44.182423,13.583437,
21.264557,25.6129,34.818302,3.423127,9.953439,1.8023236,
20.342932,13.850121,8.481614,2.8324525,1.1267756,2.46589,
23.440113,11.541167,56.11798,5.0060873,4.670766,6.058193,
8.389374,4.86664,13.72819,1.3264108,7.713792,42.322414,
17.941896,15.331347,20.51232,6.398367,3.4830031,4.543774,
10.592746,41.281925,8.722539,2.0153475,12.372479,7.558063,
10.798277,4.154776,7.8520513,3.0883794,17.572468,15.786893,
3.4159462,59.62383,16.794544,4.800065,5.185807,0.31961885,
7.131629,6.3221555,8.673102,2.6274004,3.5746136,8.116308,
2.9109378,16.429024,39.635815,5.13358,16.156,6.441172,
0.083007485,33.195423,6.373482,0.0804848,7.6622863,3.900554,
9.829475,11.938611,5.1197767,1.3653172,5.3549237,3.2320151,
6.824426,5.228574,3.1097324,18.699991,47.034046,10.705577,
20.37192,43.18172,2.7910454,0.115697175,5.9526386,6.50177,
1.4921784,11.191065,17.473135,0.5485532,1.6776211,11.058387,
1.5506496,1.1544509,4.1477833,2.2266366,2.5566392,18.974829,
2.2754114,11.725702,17.96408,0.7851369,0.5655348,1.0523254,
4.2928243,6.0141044,26.392725,2.4109712,16.985025,8.376203,
12.168785,4.7231283,19.74681,5.0931797,13.349239,10.012792,
14.274809,4.857879,36.18362,1.2814416,4.874615,34.077293,
15.217967,13.5959215,22.581202,7.2841516,14.066388,13.282568,
0.35235092,23.236267,17.754229,11.381296,,1.4132682,
5.154924,5.1115823,3.9391236,8.010226,,4.986832,
1.2217087,10.990136,26.099112,4.274028,,2.5332193,
11.507862,9.287002,26.87258,3.622772,,3.1160386,
26.395338,,38.929592,4.595613,,11.974902,
4.391483,,10.144588,3.9767294,,18.813486,
5.198464,,0.15742417,0.55328536,,1.3369013,
8.615997,,1.4779973,0.6059526,,6.756368,
17.817831,,29.99133,12.606208,,12.231225,
9.28513,,66.68836,0.16000865,,13.04331,
11.572638,,19.454657,4.635823,,7.883862,
6.532406,,16.381042,5.3402133,,3.9011674,
27.08893,,91.76621,4.122517,,10.480892,
0.4346771,,12.641341,10.972774,,
44.73425,,20.845303,4.793273,,
9.786681,,,2.9452665,,
5.826532,,,0.39321756,,
7.336933,,,1.5831347,,
14.293749,,,0.57300526,,
4.8395724,,,9.480292,,
0.24060805,,,4.1980824,,
7.4313364,,,4.9164,,
16.250353,,,0.17414205,,
5.2090006,,,8.990582,,
24.183102,,,0.2950626,,
5.6494656,,,6.595238,,
12.547438,,,0.37950715,,
13.357073,,,3.9371984,,
17.886702,,,7.156802,,
1.4709799,,,1.9293563,,
3.1312754,,,2.5498219,,
5.202908,,,0.11946986,,
3.1667285,,,0.52915674,,
17.731342,,,8.765168,,
25.173607,,,5.93512,,
10.892394,,,8.5220785,,
3.3054655,,,0.7939721,,
26.487614,,,19.761236,,
18.145037,,,1.5065867,,
11.015926,,,0.63696456,,
9.227828,,,1.4230491,,
1.4585389,,,3.8696086,,
7.037436,,,5.28287,,
8.725807,,,1.6785154,,
10.987161,,,0.55522126,,
1.4102244,,,3.015643,,
1.3374032,,,2.342446,,
12.799449,,,4.7859464,,
48.65475,,,1.3406799,,
3.9935024,,,6.092428,,
12.547268,,,4.354212,,
19.058155,,,0.4705228,,
3.4479277,,,1.3013495,,
4.7702274,,,2.1135087,,
2.6663806,,,3.0940738,,
11.76241,,,5.98389,,
12.848621,,,7.65919,,
3.1499386,,,1.2855474,,
9.714802,,,13.028986,,
3.0520866,,,3.1894445,,
10.196092,,,13.25087,,
16.861786,,,0.37493238,,
16.448795,,,4.374518,,
21.424376,,,2.7230797,,
2.1577508,,,1.162223,,
4.39593,,,1.6541244,,
15.273358,,,0.7360341,,
0.26155168,,,10.783737,,
20.012686,,,8.151267,,
1.190146,,,7.0782657,,
