12.129379,
14.060361,
11.249174,
27.013235,
38.060406,
4.1033936,
12.389624,
7.11337,
9.05925,
22.719841,
18.361698,
1.7692947,
1.6690125,
127.234665,
29.997238,
11.495331,
13.460665,
5.4016643,
2.8481774,
30.861504,
2.9280384,
6.41077,
5.79117,
12.112426,
42.912827,
18.47562,
16.081291,
0.32068303,
7.0140696,
20.184504,
2.4164896,
5.5091176,
21.971018,
50.957214,
3.1305003,
44.193417,
0.91437984,
21.361216,
1.363204,
9.458402,
7.134517,
6.9044685,
12.6746,
23.75087,
9.362028,
19.72701,
4.927591,
8.983237,
21.119282,
27.059483,
13.648567,
3.6524105,
7.245659,
15.578232,
3.8640409,
7.3254485,
19.962942,
40.0878,
6.1170206,
36.12209,
6.1238494,
25.680428,
64.35883,
3.570166,
10.10576,
17.44234,
64.948395,
17.048517,
44.22776,
5.0427527,
4.860665,
13.096649,
30.840889,
0.83742124,
6.3536115,
2.4985023,
31.190664,
0.22616795,
10.792582,
30.696503,
37.155926,
11.707628,
25.878035,
4.0678477,
1.8232892,
32.000767,
36.569744,
34.263115,
20.001312,
15.897589,
33.76541,
0.7627453,
23.88422,
7.770757,
6.852981,
1.1672732,
13.503678,
6.4292784,
1.7120925,
6.340313,
48.631863,
14.170264,
4.230622,
28.740532,
44.89679,
19.72579,
0.38029027,
6.961031,
4.7973294,
6.8040214,
18.53376,
1.5069094,
16.306847,
15.720031,
11.824147,
2.7541692,
18.706678,
0.5869022,
13.663222,
42.92274,
6.2832236,
22.543734,
6.3361287,
0.5602353,
19.017899,
33.597824,
68.52895,
37.4886,
14.736004,
22.690142,
0.38781592,
7.169209,
13.102401,
22.158752,
12.341608,
30.053013,
7.341545,
9.21239,
49.377197,
30.231441,
18.564917,
33.97264,
31.099333,
4.941937,
26.825287,
1.4110938,
2.983462,
37.94397,
1.7702453,
16.433083,
81.87939,
21.264061,
19.71243,
12.487626,
30.604351,
23.962986,
1.638091,
13.457267,
13.211689,
4.4278965,
14.0301695,
4.5126534,
6.1136656,
6.1252956,
17.253458,
5.7800465,
4.862164,
17.04168,
5.18859,
15.225724,
2.288689,
18.841377,
28.62487,
16.187614,
3.8993943,
22.071886,
9.760033,
11.200666,
56.770737,
12.545902,
14.92431,
13.113005,
20.264248,
69.637726,
10.4951515,
12.800112,
32.40245,
0.7424094,
25.424494,
14.801581,
