5.7671013,
2.887479,
5.1711683,
2.6439412,
7.1272025,
3.7641065,
4.0866513,
7.487098,
0.879613,
6.837898,
4.9353724,
8.108328,
1.6113964,
4.168871,
6.678228,
24.102385,
0.6892163,
3.3656275,
1.1312442,
20.28698,
0.78840214,
8.150461,
1.5125672,
4.7831473,
4.450715,
0.9165953,
2.0635111,
0.93619347,
0.0021944332,
6.6786485,
0.28949416,
2.1210694,
8.930392,
0.73314583,
9.944844,
1.7863116,
0.37504673,
0.60963833,
4.099862,
3.1426988,
5.5631127,
0.10424408,
0.9046978,
4.829073,
5.0631604,
6.029897,
3.4717991,
10.967622,
5.935911,
4.5690627,
15.353377,
11.51771,
11.535208,
4.5924325,
1.7800515,
1.0484172,
8.431715,
0.88425475,
8.412592,
5.6956906,
6.71661,
4.280558,
4.082202,
4.241895,
1.752259,
5.11407,
9.001466,
3.376541,
9.064404,
1.0845269,
6.6365676,
4.5262837,
2.7366948,
7.651393,
9.252076,
1.0918237,
5.070281,
3.025109,
2.7564566,
8.9317465,
10.712171,
0.30805513,
8.018636,
6.6012564,
0.012649222,
1.8297961,
7.247195,
0.3942543,
9.627528,
7.5719438,
0.30009148,
5.690185,
0.27640605,
3.6351504,
2.596976,
10.584423,
4.426808,
6.783791,
0.43234143,
2.5813277,
7.5400195,
1.4645792,
3.6678185,
1.4524742,
4.9373407,
0.6768126,
2.9508498,
1.6505322,
0.97907746,
3.2259848,
0.096884206,
5.772566,
1.2300344,
16.296835,
1.1108673,
25.915554,
19.456316,
0.61930555,
6.8576884,
5.627239,
8.619455,
5.064233,
0.2982988,
2.913884,
2.341872,
5.117884,
0.9653331,
2.7174604,
5.585752,
2.4499307,
2.0055354,
8.628596,
5.786215,
6.46122,
4.5660276,
3.421672,
21.69437,
3.780289,
0.743212,
1.1143427,
0.6037456,
8.972638,
0.53142816,
0.019124817,
2.2067895,
0.47016928,
7.157405,
1.8248433,
6.1240664,
7.4993997,
3.801928,
1.3577502,
0.18859799,
1.0366424,
1.8397754,
3.324126,
2.7219718,
11.275533,
1.353658,
1.8494905,
4.4770937,
0.59557587,
9.892325,
3.6141517,
6.0049353,
2.769983,
3.7950957,
9.833755,
1.1143,
1.9551635,
2.5444057,
9.065974,
8.483359,
3.7698429,
3.903094,
3.537725,
0.67097324,
1.2179223,
1.8480238,
3.5904818,
0.32250273,
2.4189165,
8.915954,
1.6204225,
4.8369513,
10.946418,
5.522644,
2.6283596,
4.561553,
9.31885,
0.84091246,
9.724026,
1.59271,
2.3719616,
1.9529265,
1.5085666,
7.1866717,
2.4568238,
10.334262,
19.233446,
1.925903,
4.0209985,
2.1016772,
0.88471234,
2.111042,
3.4636507,
5.882316,
1.6380087,
1.5612682,
3.047284,
0.9166964,
3.670315,
2.3812501,
1.1863118,
0.8903165,
3.410267,
5.46705,
1.2656415,
0.75151885,
6.7133255,
0.84591895,
6.413938,
3.879951,
16.469378,
8.281437,
6.420618,
0.48816144,
6.2254853,
9.823396,
9.047161,
1.3724283,
1.2704066,
5.8059077,
6.5360994,
2.3475447,
1.9750208,
4.7344418,
2.7003148,
0.7492383,
0.45229954,
7.5065594,
10.333394,
5.6974354,
0.52072424,
13.598711,
3.5312743,
0.041694116,
0.61768556,
4.757615,
6.220831,
0.1323662,
2.628008,
22.180489,
0.10589928,
1.4748139,
9.344552,
17.82526,
6.4743805,
1.3923329,
11.962742,
3.3280249,
4.663994,
13.042861,
7.807703,
3.7185133,
1.6886716,
1.613157,
2.0497375,
2.7057962,
22.317574,
2.418757,
2.4323435,
8.442478,
10.416492,
1.8925241,
5.9133024,
9.440914,
4.535342,
0.94655484,
1.508946,
1.2821438,
9.459457,
0.8812069,
1.3162127,
0.15601382,
0.7295233,
12.233854,
0.09265839,
0.24763088,
6.8785896,
0.19818398,
2.729332,
19.117811,
5.435061,
2.7113104,
3.1434467,
2.546728,
4.4124446,
8.226849,
1.7152364,
2.709972,
0.13911799,
0.18556911,
0.2800745,
0.33838263,
0.54804313,
4.068685,
1.3275216,
0.05109561,
4.3737054,
20.29986,
1.3574963,
0.1669181,
0.34115496,
3.046391,
15.4275255,
2.4576292,
0.07728448,
7.3519034,
2.213049,
0.14942688,
6.139287,
10.848911,
1.5442516,
9.975763,
0.40357575,
3.3587108,
11.130222,
0.97518843,
0.00599118,
4.442757,
0.4173578,
10.504359,
0.689165,
2.9048903,
0.18178415,
8.698332,
21.580965,
5.4230347,
4.9532948,
3.9767575,
3.2905207,
3.0622382,
4.8225594,
0.4189882,
3.4096277,
2.1966813,
2.373165,
0.070084006,
3.4526994,
0.6371099,
5.8846393,
0.91106445,
3.078704,
22.943335,
2.8358538,
2.278565,
0.030883405,
0.86475736,
4.896951,
10.164593,
0.7057292,
4.0905285,
7.5410104,
2.9029884,
0.43661362,
1.3020886,
0.7866733,
5.3221726,
6.9993205,
1.2609783,
3.1366222,
2.2042072,
0.4583911,
4.3109264,
1.227004,
2.3927624,
0.685796,
5.515061,
0.5831867,
12.900614,
7.4039483,
4.895581,
2.5336123,
6.317503,
1.4202958,
2.053123,
0.7335848,
7.143852,
2.0426435,
0.8936799,
6.314657,
0.3339235,
3.0866024,
4.993492,
4.117751,
5.4406047,
5.6451883,
0.7781771,
10.354331,
3.733811,
1.996307,
2.0367582,
3.35676,
0.24849775,
0.18125315,
2.6620646,
12.435972,
3.8061688,
1.3543241,
3.2107773,
0.7083455,
1.9965483,
3.7471075,
5.1221395,
1.5570054,
1.3471546,
6.2274494,
3.117384,
5.9027405,
7.0899587,
1.8016098,
3.582584,
18.174839,
0.33939824,
0.6263942,
0.3606461,
0.72873783,
4.09314,
4.54814,
4.9721203,
0.06867145,
3.4678133,
1.9464355,
13.489788,
