Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
1.3490118,12.807676,24.653372,5.015916,36.761486,28.413961,
1.5798495,28.9536,25.800068,3.3883483,0.16758303,0.50750065,
1.0044235,29.76672,16.602861,1.7239417,19.578957,20.648907,
14.0701885,47.978313,23.302485,6.0412107,9.165079,3.8189056,
3.0599697,15.820246,10.479566,1.2342962,5.1944857,21.051014,
12.2788515,15.881746,9.6072035,1.0927188,9.551188,3.5403888,
12.574407,27.801258,5.8105645,0.1813822,1.7251207,14.658805,
5.439313,5.0745425,86.97884,0.7327726,12.019884,19.040966,
11.744317,13.766108,24.286697,3.5143988,2.355835,5.9849916,
2.2497706,21.391447,1.057732,9.247403,28.09815,1.4543335,
6.646952,5.6931334,32.57879,16.90713,19.196611,6.0689316,
3.6720874,33.41323,4.565184,8.548642,3.7487586,18.919214,
8.031922,17.394455,3.0202446,4.1976886,7.605064,11.604614,
3.1807134,1.3947295,9.732238,0.97123694,9.507826,8.648106,
22.978443,2.6055632,0.5260654,5.5244594,25.490171,6.574242,
2.6897838,25.26809,14.408275,1.7667916,17.961792,31.650188,
0.7385481,0.8738606,24.143984,1.0457461,62.834,4.4995623,
13.187657,12.568876,12.11402,3.9860663,1.2359449,0.50292647,
5.0596814,4.309883,19.903337,4.7323647,3.976544,12.699617,
0.4978426,45.350925,106.67854,5.221044,6.524138,3.0134704,
2.37849,20.476418,10.30635,0.65439004,19.478016,1.6986973,
13.528447,24.854874,18.373983,2.5682685,5.4278293,3.7709827,
4.163317,12.741539,14.153503,7.2829785,19.532309,3.2049253,
20.187471,25.871399,3.475409,0.7576133,4.961196,7.9941015,
2.852071,39.7021,0.7307396,3.1300116,33.79951,0.8451248,
45.024643,31.425097,0.24696274,0.6472405,2.3953502,7.736853,
9.183435,3.9711382,35.917145,24.665575,3.8106174,2.9381497,
15.501837,11.25168,23.66127,18.716333,3.2674177,13.646631,
11.944643,0.36059734,0.5217778,4.723043,6.5696197,10.844655,
6.366313,0.34246388,7.004321,10.495145,17.089375,8.420277,
0.7987581,17.818882,8.075735,0.8476398,4.4057007,6.4008164,
13.9700365,28.240086,0.61015475,3.240253,3.5650988,1.5080949,
32.719273,13.942647,12.376368,6.6165714,1.612255,3.1900191,
0.5816796,16.494692,2.2115695,11.626638,10.521484,4.967384,
2.3302176,18.032257,6.804222,5.9324765,1.5833813,5.120289,
37.51538,5.72604,12.3756485,0.3480355,3.683478,1.1882521,
2.9116862,65.294136,3.255939,8.217765,21.752575,2.6505952,
3.4326265,1.079641,10.310829,0.15237619,33.937317,22.089008,
0.11834232,40.476414,54.135593,1.3710504,11.484962,0.18111178,
1.3937461,68.78889,22.387608,8.304693,12.876935,0.5268431,
2.091776,12.746509,0.85967857,17.130623,10.575,10.344823,
6.4636173,2.1767793,10.092061,6.458173,16.789972,9.356605,
41.053463,20.099434,20.78924,0.014178485,20.176022,4.2259145,
8.703887,,4.0280495,0.9667345,,43.935753,
0.071521595,,0.4255694,1.9171877,,
23.739504,,4.1718464,4.079367,,
7.225141,,15.382901,3.2174165,,
10.867509,,,2.233106,,
10.180977,,,1.5120785,,
0.5763449,,,0.87421995,,
4.0394607,,,0.23447019,,
0.032362297,,,3.2683098,,
2.5962234,,,12.3873415,,
53.91742,,,1.5284184,,
11.008706,,,3.2998002,,
22.685211,,,12.509692,,
12.563923,,,1.5592282,,
34.244957,,,6.9801555,,
3.7285304,,,5.6858845,,
6.3092017,,,6.613626,,
7.380231,,,2.7516484,,
65.39432,,,2.311362,,
1.8606651,,,15.166837,,
3.850381,,,4.283739,,
1.8044496,,,2.9290326,,
6.0115714,,,0.08474613,,
9.20154,,,3.0816982,,
6.529265,,,11.14894,,
19.072891,,,3.8876107,,
25.59588,,,0.5055463,,
12.246819,,,10.576507,,
3.2713282,,,2.3181965,,
8.536354,,,4.2147427,,
2.3932035,,,3.5222397,,
5.153917,,,0.27251953,,
32.056076,,,18.024391,,
10.248727,,,6.5164504,,
2.4283097,,,15.467238,,
0.4040332,,,1.773225,,
13.273664,,,0.24737488,,
15.469665,,,0.13389647,,
19.866266,,,3.1569967,,
9.591166,,,12.1250515,,
12.8563385,,,0.4267042,,
3.935232,,,18.395058,,
4.579456,,,2.713032,,
19.474365,,,8.233489,,
