Inspector 1, Inspector 2C2, Inspector 2C3, Workstation 1,Workstation 2,Workstation 3 
22.870384,12.164391,68.45236,2.2013607,5.696272,3.2438233,
29.966694,35.74209,26.407187,0.36841974,7.6862683,3.534583,
4.7262177,16.288,0.1627932,16.122463,1.0158418,2.2330744,
14.024515,4.0958805,27.247478,3.70202,11.089854,33.046295,
2.2587993,19.143642,16.178913,18.646297,14.132285,18.15762,
23.344233,33.866592,8.075115,0.14209354,11.933841,29.01104,
3.6701074,14.813942,60.58147,1.9024804,5.0599804,16.163204,
3.586296,3.7720797,10.563872,0.37681025,7.7853456,14.992273,
18.423882,31.722248,5.9559317,1.3023086,17.141579,9.035533,
0.94831324,1.1136746,14.257549,3.7009408,7.0274153,49.66752,
55.21965,1.1448668,81.34129,5.2941055,0.7456525,3.6808944,
6.923272,43.02511,10.738373,6.2751474,7.4366264,6.8746967,
10.31865,30.804672,14.9924965,1.5543128,3.8296487,8.718758,
3.8889017,31.166689,4.3854146,9.586593,5.4005914,4.480004,
0.7924147,20.26978,17.236279,0.77598953,29.038088,0.7657048,
16.669617,36.510685,13.076955,12.754458,4.5032034,1.4815373,
7.7196436,1.5376709,14.232615,0.4227053,0.08445869,20.809149,
6.575826,2.9467616,31.995346,4.6942677,16.481356,5.5356817,
5.0587535,1.6645454,71.70568,3.4730074,10.392543,14.7444935,
1.9592927,9.162304,23.255926,2.0945895,3.8898706,23.693794,
5.4527416,6.4023905,9.692764,5.2759013,4.728077,3.2373888,
14.205424,10.9414425,3.442021,0.7088039,5.3048143,10.652291,
47.91504,8.386406,2.0522747,10.778556,2.8339996,8.690275,
11.5143,24.554836,14.238481,6.213394,1.1191435,25.812654,
0.071345046,9.07548,0.60199106,2.4414783,0.7698029,7.4130583,
23.342564,7.408624,11.2515955,2.0359066,3.7824135,10.628337,
6.3844643,62.7963,4.5286818,9.812561,4.259021,4.6591315,
6.3168106,35.24147,6.973474,8.599012,20.35767,11.583601,
6.043961,26.868967,13.783496,1.8533993,4.4134345,9.144328,
4.215007,17.6861,18.6318,4.5178375,2.591138,11.505786,
17.548517,22.702436,55.053062,17.510326,2.3187103,22.60063,
7.4828978,10.219468,16.877487,2.573506,25.242102,1.0987074,
4.318387,2.934631,97.30482,1.7564104,5.667665,25.839775,
26.944332,75.86975,1.1866726,21.094513,15.009166,7.0143967,
4.117029,71.83609,68.4091,6.609102,11.647349,3.7049077,
2.877423,29.846544,5.1454372,2.90677,0.09835817,
8.744731,11.757586,9.0188265,4.6159234,11.3824415,
30.924547,9.251942,14.744712,2.843193,36.105904,
9.823983,12.97897,21.767109,1.7171535,7.372274,
0.911186,15.966755,,2.3644512,12.677384,
6.805767,11.469959,,20.056734,7.679897,
1.50916,,,3.810347,,
6.7728157,,,5.507958,,
0.90915364,,,0.60619056,,
0.80122715,,,2.260354,,
3.09598,,,1.6347896,,
5.3403096,,,5.618255,,
8.562379,,,1.0964856,,
14.224435,,,4.942564,,
9.552542,,,3.258734,,
5.1118283,,,1.0380445,,
11.688858,,,7.7375774,,
11.339033,,,3.6320944,,
5.6743484,,,0.07497949,,
14.385201,,,11.571044,,
6.260005,,,2.3237743,,
15.092552,,,0.3362517,,
24.281767,,,1.6473606,,
2.4171376,,,7.1786156,,
0.59357244,,,7.906254,,
6.9767213,,,5.5574913,,
2.0833392,,,3.2068021,,
2.1526492,,,16.85465,,
7.2635593,,,3.5411496,,
10.95364,,,0.34598058,,
25.107536,,,13.847213,,
13.291557,,,6.7749147,,
6.2088795,,,3.9303594,,
0.03559313,,,1.2149231,,
1.2902129,,,1.0036994,,
2.7336507,,,2.1057532,,
14.077144,,,1.2303908,,
9.412493,,,3.9211867,,
6.0636263,,,0.98011196,,
9.418722,,,0.07008289,,
7.744075,,,0.65361816,,
30.680788,,,0.17269805,,
0.94384813,,,5.519628,,
4.9996195,,,1.5335604,,
5.039267,,,3.6126406,,
2.5028017,,,2.3512325,,
4.14971,,,1.4650425,,
1.1618488,,,2.6643174,,
0.04462511,,,6.261059,,
2.1600633,,,1.2329806,,
4.846496,,,9.077367,,
34.570145,,,2.0290792,,
31.585108,,,2.817307,,
8.86106,,,7.888419,,
10.531869,,,0.7800558,,
1.207434,,,0.36196706,,
4.980049,,,1.4610746,,
13.265406,,,13.937872,,
12.129487,,,1.973589,,
0.22271137,,,0.34123534,,
8.512573,,,1.8781251,,
1.716269,,,3.5964558,,
13.168055,,,10.3700695,,
22.962185,,,1.9155163,,
11.131381,,,1.5008546,,
23.316366,,,2.3662257,,
1.6964005,,,5.520423,,
10.704499,,,3.8913217,,
20.458918,,,4.7168074,,
15.467532,,,10.741004,,
5.317768,,,8.402181,,
12.315578,,,2.5337288,,
10.74718,,,1.458004,,
9.286488,,,12.255833,,
5.582298,,,2.333968,,
1.3713523,,,2.0487163,,
11.43767,,,0.50508565,,
0.9813786,,,5.1879745,,
42.471024,,,0.97452706,,
5.172114,,,4.7503934,,
8.534306,,,0.5701821,,
0.89178526,,,2.7101538,,
8.483967,,,3.1339083,,
2.1898692,,,1.3360091,,
15.112442,,,1.7634833,,
1.3381549,,,3.5067503,,
15.860625,,,1.4784569,,
8.789923,,,0.6392425,,
2.6081474,,,6.1713815,,
1.397599,,,7.820312,,
15.434502,,,5.3074164,,
3.757462,,,8.10488,,
22.489502,,,19.540712,,
1.2611916,,,4.27584,,
15.740178,,,5.121441,,
10.629154,,,1.512921,,
2.4103959,,,0.8090515,,
0.36313853,,,1.5291934,,
18.442003,,,6.366246,,
7.4606886,,,5.475153,,
2.5979116,,,2.0294087,,
1.2398721,,,8.904332,,
5.370568,,,0.7865291,,
1.2306905,,,0.84229267,,
24.043188,,,3.458542,,
7.4201207,,,5.6040807,,
1.7150362,,,3.8996,,
16.015842,,,18.016117,,
4.0776496,,,0.1239022,,
7.2832513,,,0.49928346,,
14.806804,,,0.5909983,,
1.796997,,,1.8508896,,
4.468971,,,0.34094423,,
4.5721893,,,5.612381,,
10.722356,,,8.471547,,
35.67366,,,5.1153326,,
7.134668,,,0.27955714,,
2.7436287,,,2.9274273,,
8.075416,,,8.393852,,
21.139679,,,1.647989,,
3.8782756,,,0.24406573,,
6.090588,,,0.99597603,,
17.9677,,,9.048021,,
8.870605,,,6.6170573,,
2.3575637,,,2.5576067,,
4.176729,,,8.878524,,
7.699853,,,5.2139916,,
2.1453605,,,4.9646254,,
20.155437,,,2.7537117,,
18.231691,,,4.8608313,,
5.9796124,,,4.759009,,
9.582915,,,3.506628,,
3.6735942,,,0.10190116,,
1.0864731,,,4.6488075,,
34.930733,,,12.267095,,
8.215201,,,3.5820885,,
3.1029491,,,5.2089467,,
4.412189,,,5.7462893,,
11.799201,,,7.2772427,,
2.9021952,,,7.2844443,,
1.6507801,,,14.202368,,
4.8320985,,,1.9949827,,
3.653726,,,4.3408246,,
7.701127,,,0.53425205,,
17.8594,,,6.7238846,,
13.617646,,,0.80017495,,
1.4945054,,,1.6838002,,
0.6301217,,,3.5536523,,
29.784538,,,3.4211662,,
2.2665825,,,2.1942139,,
4.740792,,,0.6086791,,
5.9548364,,,8.834346,,
10.150161,,,2.7424498,,
25.356833,,,1.4760371,,
39.062866,,,5.7998285,,
9.28924,,,0.40204722,,
14.807085,,,0.9948576,,
8.18203,,,8.569658,,
0.04680542,,,1.483732,,
24.053637,,,1.9213502,,
48.35213,,,0.54852355,,
0.6598182,,,6.31596,,
5.466408,,,4.333186,,
12.994657,,,4.425714,,
0.34566802,,,17.310608,,
14.248185,,,0.029723126,,
32.471165,,,4.252883,,
10.592282,,,4.018646,,
15.358905,,,0.36975008,,
14.745588,,,9.974645,,
1.236684,,,5.2414565,,
1.4304206,,,9.288298,,
4.026504,,,0.08031863,,
17.241262,,,1.0918518,,
2.738243,,,3.3268485,,
8.338796,,,0.6728275,,
3.8659055,,,4.27089,,
13.865665,,,7.535156,,
5.816146,,,0.49651885,,
6.241241,,,4.636379,,
4.205126,,,5.65018,,
0.69446313,,,1.2087123,,
9.079141,,,0.8635078,,
1.0843163,,,6.9061613,,
1.467466,,,12.085789,,
11.526063,,,3.133311,,
2.5726883,,,0.38131443,,
1.5064263,,,15.477158,,
2.7847707,,,2.6404064,,
2.7341917,,,1.939588,,
3.3969815,,,3.0043583,,
5.389692,,,6.148715,,
1.8377721,,,0.3345196,,
12.903736,,,1.507452,,
11.841469,,,12.146714,,
1.4534392,,,9.424137,,
5.0768137,,,0.5363465,,
6.127181,,,10.921512,,
6.5063148,,,15.004865,,
2.8345995,,,2.179455,,
5.232514,,,2.8468451,,
13.729848,,,0.75620264,,
1.1123953,,,0.52844006,,
15.160445,,,7.10217,,
9.60541,,,6.319736,,
11.24942,,,2.4443138,,
3.2526488,,,4.619866,,
0.642475,,,3.7099087,,
8.790243,,,1.6872524,,
9.81233,,,5.0756793,,
4.083203,,,0.23599811,,
10.3267,,,1.4207281,,
0.87266797,,,12.953352,,
6.0074334,,,0.47045803,,
4.6674786,,,2.0169086,,
14.820632,,,14.329172,,
7.80459,,,1.9815025,,
4.20865,,,7.7751937,,
15.78447,,,4.184596,,
6.1801653,,,9.143228,,
0.5113894,,,4.2157345,,
2.7951021,,,0.5117888,,
0.3550174,,,2.5558522,,
6.5708222,,,1.6520258,,
6.8812647,,,0.17424722,,
3.6754165,,,0.80633587,,
2.431501,,,1.5317051,,
0.84800285,,,5.027191,,
2.0379913,,,1.450543,,
0.5818742,,,14.466785,,
15.842408,,,2.9232,,
21.717203,,,2.8762517,,
7.1090097,,,1.1839699,,
16.969803,,,13.426068,,
12.587806,,,3.6407633,,
7.3393555,,,3.8375049,,
10.538389,,,2.5064073,,
10.261174,,,5.746621,,
2.7786047,,,9.930116,,
55.345844,,,2.420215,,
22.882944,,,2.248491,,
6.8094788,,,2.6264987,,
5.9941716,,,1.9199337,,
9.420523,,,0.43743384,,
8.608696,,,2.351001,,
2.8529694,,,4.958194,,
8.9601755,,,2.0349228,,
0.4135331,,,0.96340495,,
5.6701946,,,7.1818314,,
2.8218334,,,8.13918,,
4.410635,,,2.455269,,
